video_id,date,title,url,comment_count,candidate_score,setlist_count,candidate_comment
mcn6p_9dbxw,2018/10/28,【2000人記念】初の歌配信とファンネーム決め！,https://www.youtube.com/watch?v=mcn6p_9dbxw,3,5,0,1:04:04 やったぜ。に反応してくれたということは・・・
